nome_empresa,website,telefone,endereco,rating,reviews,source,segmento,cidade,estado,email,v2_score,predicted_score,enrichment_status,decision_makers_apollo,apollo_emails,decision_makers,decision_makers_emails
OGP COMERCIO E SERVIÇOS LTDA - ME,https://www.facebook.com/ogpassistencia/?fref=ts,+55 27 3322-4878,"R. Hermes Curry Carneiro, N° 535 - lado ímpar - Monte Belo, Vitória - ES, 29053-221, Brazil",5.0,3.0,Google Places Advanced,,,,,,,,,,,
OM Hospitalares e Ortopédicos Ltda,,+55 47 99628-7711,"R. 9 de Março, 777 - Centro, Joinville - SC, 89201-400, Brazil",4.6,28.0,Google Places Advanced,,,,,,,,,,,
ONCOMG Medicamentos Especiais,http://oncomg.com.br/,+55 31 3665-1134,"Praça Santo Antônio, 150 - Loja 13 - Pampulha, Belo Horizonte - MG, 31270-860, Brazil",4.9,23.0,Google Places Advanced,,,,,,,,,,,
ONE DENTAL LAB - laboratório de prótese odontológica,https://www.instagram.com/onedentallab3d/?hl=pt-br,+55 41 3501-5906,"R. Cel. João Guilherme Guimarães, 920 - Mercês, Curitiba - PR, 80520-280, Brazil",4.0,4.0,Google Places Advanced,,,,,,,,,,,
OPF Assistência Técnica De Equipamentos Médicos E Odontológicos,https://www.instagram.com/opfodonto,+55 61 99257-9457,"Srtvn Cj P Qd 702 Ed. Br Rádio Rádio Center Sobre - Loja 53 - Asa Norte, Brasília - DF, 70719-900, Brazil",4.3,3.0,Google Places Advanced,,,,,,,,,,,
OPME Log,http://www.opmelog.com.br/,+55 11 2306-1000,"R. Gomes de Carvalho, 842 - Vila Olímpia, São Paulo - SP, 04547-003, Brazil",4.5,24.0,Google Places Advanced,,,,,,,,,,,
ORTO-SAN Saúde e Ortopedia,http://www.ortosan.com.br/,+55 31 98201-4077,"R. Tapira, 1234 - Renascença, Belo Horizonte - MG, 31130-550, Brazil",5.0,204.0,Google Places Advanced,,,,,,,,,,,
ORTOBIG - Orthopedic Products,http://www.ortobig.com.br/,+55 48 3241-3331,"Av. Presidente Kennedy, 86 - Campinas, São José - SC, 88101-000, Brazil",5.0,4131.0,Google Places Advanced,,,,,,,,,,,
OS Tecnologia da Informação,,+55 61 3963-9600,"BL F - St. Bancário Norte 02 Ed. Via Capital - Sala 708 - Asa Norte, Brasília - DF, 70040-911, Brazil",,,Google Places Advanced,,,,,,,,,,,
OT Prótese Laboratório de Prótese Odontológica,http://otprotese.com.br/,+55 81 3117-9000,"Estr. do Arraial, 3294 - Casa Amarela, Recife - PE, 52051-380, Brazil",5.0,4.0,Google Places Advanced,,,,,,,,,,,
OTMA | Equipamentos para Saúde Campinas,https://www.instagram.com/otmasaude,+55 19 3321-9954,"R. Francisco Bueno Lacerda, 300 - Parque Italia, Campinas - SP, 13036-265, Brazil",3.7,9.0,Google Places Advanced,,,,,,,,,,,
OTTO Insertos Especiais,http://ottoinsertos.com.br/,+55 41 3378-7854,"Rua Dr. Pamphilo D'Assumpção, 1245 - Rebouças, Curitiba - PR, 80220-041, Brazil",,,Google Places Advanced,,,,,,,,,,,
OXI Saúde Terapia do Sono e Respiratória,http://www.oxisaude.com.br/,+55 48 3065-0111,"Ed. Hantei Torre A - R. Emílio Blum, 131 - Sala 201 - Centro, Florianópolis - SC, 88020-010, Brazil",5.0,349.0,Google Places Advanced,,,,,,,,,,,
OXI Saúde Terapia do Sono e Respiratória - Joinville,http://www.oxisaude.com.br/,+55 47 3031-0099,"Loja - R. Abdon Batista, 23 - Centro, Joinville - SC, 89201-010, Brazil",5.0,157.0,Google Places Advanced,,,,,,,,,,,
Ocular Prosthetics Aprotética,http://www.aprotetica.com.br,+55 19 2513-2077,"Rua Frei Manoel da Ressurreição, 499 - Jardim Guanabara, Campinas - SP, 13073-221, Brazil",5.0,38.0,Google Places Advanced,,,,,,,,,,,
Odonto Bondi,,+55 21 2255-2575,"Rua Siqueira Campos, 143 - 2º piso loja 84 - Copacabana, Rio de Janeiro - RJ, 22031-071, Brazil",5.0,25.0,Google Places Advanced,,,,,,,,,,,
Odonto Design,,+55 19 3579-2253,"R. Dom Pedro I, 603 - Jardim Brasil, Campinas - SP, 13073-003, Brazil",5.0,19.0,Google Places Advanced,,,,,,,,,,,
Odonto Edontec Comércio e Assistência em Equipamentos Odontológicos,http://www.odontoedontec.com/,+55 47 99776-8644,"R. Rio Branco, 220 - Sala 02 - Centro, Joinville - SC, 89201-080, Brazil",3.0,2.0,Google Places Advanced,,,,,,,,,,,
Odonto Equipamentos,http://odontoequipamentos.com.br/,+55 11 95555-7463,"R. Diogo Cabrera, 602 - Imirim, São Paulo - SP, 02467-060, Brazil",5.0,87.0,Google Places Advanced,,,,,,,,,,,
Odonto Implantes,http://www.odontoimpllantes.com.br/,+55 47 99623-6944,"R. Alexandre Schlemm, 555 - Anita Garibaldi, Joinville - SC, 89202-182, Brazil",5.0,72.0,Google Places Advanced,,,,,,,,,,,
Odonto Leipner,https://www.odontoleipner.com.br/,+55 16 99633-9001,"Av. Itatiaia, 1049 - Jardim Sumare, Ribeirão Preto - SP, 14025-070, Brazil",5.0,65.0,Google Places Advanced,,,,,,,,,,,
Odonto Liuzzi | Lentes de Contato Dental | Prótese Protocolo | Ortodontia| Periodontia | Implante | Dental Tourism,https://odontoliuzzi.com.br/?utm_source=google&utm_medium=gmb&utm_campaign=perfil,+55 21 96933-5067,"Praia do Flamengo, 66 Sala 1713 e 1714 bloco B - Flamengo, Rio de Janeiro - RJ, 22210-030, Brazil",5.0,160.0,Google Places Advanced,,,,,,,,,,,
Odonto Mega Import Comércio Produtos Odontológicos,http://www.odontomega.com.br/,+55 16 3610-9636,"R. Rui Barbosa, 640 - Centro, Ribeirão Preto - SP, 14015-120, Brazil",3.0,11.0,Google Places Advanced,,,,,,,,,,,
Odonto Spazzio - Implante Dentário em Recife - Ortodontia - Aparelho Ortodontico em Recife - Enxertos Ósseos - Carga Imediata,https://drricardodebiase.com.br/implantes/,+55 81 99189-9397,"Shopping ETC - Av. Conselheiro Rosa e Silva, 1460 - Sala 704 - Aflitos, Recife - PE, 52050-020, Brazil",4.6,36.0,Google Places Advanced,,,,,,,,,,,
OdontoBhz Equipamentos Odontológicos,http://www.odontobhz.com.br/,+55 31 99915-0206,"R. Min. Oliveira Salazar, 891 - Santa Monica, Belo Horizonte - MG, 31525-000, Brazil",4.9,102.0,Google Places Advanced,,,,,,,,,,,
OdontoBom,http://www.odontobom.com/,+55 81 3019-5999,"R. Demócrito de Souza Filho, 503 - Madalena, Recife - PE, 50610-120, Brazil",5.0,11.0,Google Places Advanced,,,,,,,,,,,
OdontoSin | Implantes Dentários | Dentista | Goiânia,http://www.odontosingo.com.br/,+55 62 3223-8234,"R. 9, 330 - Qd 22, Lt 38 - St. Central, Goiânia - GO, 74013-040, Brazil",4.9,419.0,Google Places Advanced,,,,,,,,,,,
Odontobiotech,,+55 71 3276-4159,"Centro Empresarial Aurélio Leiro - Av. Antônio Carlos Magalhães, 3259 - salas 101 e 102 - Parque Bela Vista, Salvador - BA, 40280-901, Brazil",,,Google Places Advanced,,,,,,,,,,,
Odontocape Graças | Dentista Graças | Clínica Odontológica,https://odontocape.com.br/wordpress/,+55 81 3301-7830,"R. Confederação do Equador, 143 - Graças, Recife - PE, 52011-060, Brazil",4.9,121.0,Google Places Advanced,,,,,,,,,,,
Odontofix Indústria Comércio Material Odontológico,http://www.odontofix.com.br/,+55 16 3617-3836,"R. Benedicta Rodrigues Domingos, 358 - Parque Industrial Lagoinha, Ribeirão Preto - SP, 14095-050, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
Odontologia Dr. Rogério Mengarda,https://www.odontomengarda.com/,+55 51 3330-1775,"R. 24 de Outubro, 1651 - Auxiliadora, Porto Alegre - RS, 90510-003, Brazil",4.3,316.0,Google Places Advanced,,,,,,,,,,,
Odontologia Meira Britto (Dr. Francisco Meira Britto Jr.),http://www.odontologiameirabritto.com.br/,+55 27 99826-2710,"Pc Philogomiro Lannes, 200 - Jardim da Penha, Vitória - ES, 29060-740, Brazil",5.0,289.0,Google Places Advanced,,,,,,,,,,,
Odontomedic,,+55 47 3455-2626,"R. 9 de Março, 777 - Centro, Joinville - SC, 89201-400, Brazil",5.0,2.0,Google Places Advanced,,,,,,,,,,,
Odontomedicaville Assistência Técnica Odontológica,https://odontomedicaville.com.br/,+55 47 99989-7205,"R. Otto Boehm, 917 - Glória, Joinville - SC, 89216-284, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
Odontoplus Ltda Me,,+55 27 99973-5841,"R. Quinze de Novembro, 701 - Praia da Costa, Vila Velha - ES, 29101-045, Brazil",5.0,5.0,Google Places Advanced,,,,,,,,,,,
Odontos Técnica,,+55 81 3241-8869,"R. Franklin Távora, 900 - Campo Grande, Recife - PE, 52040-050, Brazil",3.7,3.0,Google Places Advanced,,,,,,,,,,,
Odontosafetty Assistência Técnica Odontológica,http://www.odontosafetty.com.br,+55 19 3231-2547,"R. Rodrigues Alves, 520 - Botafogo, Campinas - SP, 13020-400, Brazil",3.7,3.0,Google Places Advanced,,,,,,,,,,,
Odontotec Assistência Técnica Odontológica Autorizada Dabi Atlante,https://odontotecassis.com.br/,+55 61 3032-7710,"SCS Q. 1 Ed. Antonio Venancio, BL C Lote 30 Loja 10 - Plano Piloto, Brasília - DF, 70395-900, Brazil",4.8,16.0,Google Places Advanced,,,,,,,,,,,
Odontovic - Implantes Dentários - Madureira,https://www.victorhugoalmeida.com.br/captura-implantes/,+55 21 99329-8708,"Rua Maria de Freitas, 113 - Madureira, Rio de Janeiro - RJ, 21351-050, Brazil",4.7,43.0,Google Places Advanced,,,,,,,,,,,
Odontovic Implantes Dentários - Campo Grande,http://www.odontovic.com.br/,+55 21 99329-8708,"R. Ivo do Prado, 79 - sala 214/215 - Campo Grande, Rio de Janeiro - RJ, 23080-200, Brazil",4.9,25.0,Google Places Advanced,,,,,,,,,,,
Odontovip Clinic - Orthodontics,https://drdiegoaguiar.com.br/,+55 48 3030-7400,"Av. Rio Branco, 380 - Centro, Florianópolis - SC, 88015-200, Brazil",4.9,616.0,Google Places Advanced,,,,,,,,,,,
Official Produtos para Saúde,,+55 51 98227-2829,"Av. Eng. Francisco Rodolfo Simch, 117 - Sarandi, Porto Alegre - RS, 91130-210, Brazil",,,Google Places Advanced,,,,,,,,,,,
Oficina de Prótese,,+55 62 3092-1012,"R. 6, 214 - St. Oeste, Goiânia - GO, 74115-070, Brazil",5.0,6.0,Google Places Advanced,,,,,,,,,,,
Oito Pharma | Farmácia de Medicamentos Especiais,http://www.oitopharma.com.br/,+55 800 080 8800,"Edifício CEO Salvador Shopping Torre Nova Iorque - Av. Tancredo Neves, 2539 - Sala 1706 - Caminho das Árvores, Salvador - BA, 41820-021, Brazil",4.7,3.0,Google Places Advanced,,,,,,,,,,,
Olidef Cz Indústria Comércio de Aparelhos Hospitalares Ltda,http://www.olidef.com.br/,+55 16 3919-9350,"Av. Patriarca, 2223 - Jardim Piratininga, Ribeirão Preto - SP, 14031-580, Brazil",4.5,8.0,Google Places Advanced,,,,,,,,,,,
Olimed Hospital Material,https://olimed.com.br/,+55 800 645 2480,"R. Ricardo Georg, 1115 - Itoupava Central, Blumenau - SC, 89069-101, Brazil",4.4,44.0,Google Places Advanced,,,,,,,,,,,
Olsen - Filial Joinville,,+55 47 99147-7307,"R. Rio Grande do Sul, 385 - Anita Garibaldi, Joinville - SC, 89203-570, Brazil",5.0,7.0,Google Places Advanced,,,,,,,,,,,
Olsen Ribeirão Preto SP,https://www.olsen.odo.br/,+55 16 3237-4300,"Edificio New Office - R. José Bianchi, 555 - Loja 08 - Térreo - Nova Ribeirânia, Ribeirão Preto - SP, 14096-730, Brazil",5.0,12.0,Google Places Advanced,,,,,,,,,,,
Olsen Vitória ES,https://www.olsen.odo.br/,+55 27 99845-1280,"R. Neves Armond, 189 - Enseada do Suá, Vitória - ES, 29052-280, Brazil",5.0,8.0,Google Places Advanced,,,,,,,,,,,
On Pharma,http://onpharma.com.br/,+55 11 2376-4594,"R. Dona Francisca, 6750 - Torre 2 CEP 89.219-530 - Zona Industrial Norte, Joinville - SC, 89219-530, Brazil",,,Google Places Advanced,,,,,,,,,,,
Oncomed Medicamentos Especiais,,+55 51 3369-5000,"Av. Getúlio Vargas, 1157/905 - Menino Deus, Porto Alegre - RS, 90150-005, Brazil",4.9,70.0,Google Places Advanced,,,,,,,,,,,
Oncovit Distribuidora de Medicamentos,http://oncovit.com.br/,+55 27 3022-4715,"Sia Trecho 17 Rua 17, 1340 - Zona Industrial, Brasília - DF, 71200-249, Brazil",3.0,2.0,Google Places Advanced,,,,,,,,,,,
One Pharma,https://onepharma.com.br/,+55 62 98559-3648,"dentro do Assaí Atacadista - Av. Portugal, 744 - Loja 20 - St. Marista, Goiânia - GO, 74150-030, Brazil",4.3,165.0,Google Places Advanced,,,,,,,,,,,
Onisaude,http://www.onisaude.com.br/,+55 4007-2669,"R. T-38, 882 - 12 - St. Bueno, Goiânia - GO, 74223-042, Brazil",4.5,24.0,Google Places Advanced,,,,,,,,,,,
Onkos Diagnósticos Moleculares - mir-THYpe,http://www.onkos.com.br/,+55 16 99700-4265,"R. Florêncio de Abreu, 1945 - Centro, Ribeirão Preto - SP, 14020-028, Brazil",5.0,19.0,Google Places Advanced,,,,,,,,,,,
Opemed Materiais Hospitalares,https://opemed-materiais-hospitalares.ueniweb.com/?utm_campaign=gmb,+55 48 99982-2168,"R. Joaquim Carneiro, 120/209 - Capoeiras, Florianópolis - SC, 88085-120, Brazil",,,Google Places Advanced,,,,,,,,,,,
Open Health Technologies,http://openhealthtechnologies.com/,,"Av. Brig. Faria Lima, n° 1.811 - Conjunto 1.119 - Jardim Paulistano, São Paulo - SP, 01452-001, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
Opi Farma,http://www.opifarma.com.br/,+55 41 99219-0140,"próximo ao Hospital da Cruz Vermelha, Hospital Geral do Exercito, Hospital Mackenzie - Alameda Dr. Carlos de Carvalho, 1615 - Batel, Curitiba - PR, 80730-200, Brazil",4.5,80.0,Google Places Advanced,,,,,,,,,,,
Opiminas Instrumentos Cirúrgicos,http://opiminas.com.br/,+55 31 99746-4769,"Av. Getúlio Vargas, 668 - Lj 19 - Savassi, Belo Horizonte - MG, 30112-901, Brazil",5.0,2.0,Google Places Advanced,,,,,,,,,,,
Opper Dental,http://www.opperdental.com.br/,+55 61 99197-2267,"Venâncio shopping Torrre B 60 - salas 453 a 455 - Asa Sul, Brasília - DF, 70333-900, Brazil",5.0,16.0,Google Places Advanced,,,,,,,,,,,
Oral Brasil Implantes,https://oralbrasilcuritiba.com/,+55 41 98812-6884,"R. Bpo. Dom José, 2205 - Batel, Curitiba - PR, 80440-080, Brazil",5.0,52.0,Google Places Advanced,,,,,,,,,,,
Oral Prótese,,+55 27 3222-6757,"R. da Alfândega, 22 - Centro, Vitória - ES, 29010-090, Brazil",,,Google Places Advanced,,,,,,,,,,,
Oral Sin Implantes - Derby,https://oralsinrecifederby.com.br/,+55 81 99693-5493,"R. Feliciano Gomes, 190 - Derby, Recife - PE, 52010-240, Brazil",4.8,15.0,Google Places Advanced,,,,,,,,,,,
Oral Sin Implantes BH Santa Efigenia,https://oralsinbhsantaefigenia.com.br/,+55 31 99956-0670,"Av. do Contorno, 3772 - Santa Efigênia, Belo Horizonte - MG, 30110-017, Brazil",4.9,96.0,Google Places Advanced,,,,,,,,,,,
Oral Sin Implantes Curitiba - Centro Cívico,,+55 41 3405-4540,"R. Alberto Folloni, 1168 - Juvevê, Curitiba - PR, 80540-000, Brazil",4.8,47.0,Google Places Advanced,,,,,,,,,,,
Oral Sin Implantes Dentários - Campinas Ouro Verde,https://oralsincampinasouroverde.com.br/,+55 19 3266-9944,"Av. Suaçuna, 169 - Vila Aeroporto, Campinas - SP, 13054-105, Brazil",4.9,372.0,Google Places Advanced,,,,,,,,,,,
Oral Sin Implantes Joinville,https://oralsinjoinville.com.br/,+55 47 3026-0550,"R. Max Colin, 300 - América, Joinville - SC, 89204-040, Brazil",4.4,91.0,Google Places Advanced,,,,,,,,,,,
Oral Sin Implantes Porto Alegre Cavalhada,https://oralsinpoacavalhada.com.br/,+55 51 3391-5313,"Av. Otto Niemeyer, 2652 - Cavalhada, Porto Alegre - RS, 91910-200, Brazil",4.2,34.0,Google Places Advanced,,,,,,,,,,,
Oral Sin Implantes Recife - Parnamirim,https://www.oralsin.site/osrecife-parnamirim,+55 81 3132-8800,"R. Ferreira Lopes, 470 - Parnamirim, Recife - PE, 52060-200, Brazil",5.0,9.0,Google Places Advanced,,,,,,,,,,,
Oral Sin Implantes Salvador,https://oralsinsalvadorondina.com.br/,+55 71 99183-1560,"Av. Milton Santos, 190 - Ondina, Salvador - BA, 40170-110, Brazil",4.9,28.0,Google Places Advanced,,,,,,,,,,,
Oral Sin Ribeirão Preto,https://oralsinribeiraopreto.com.br/,+55 16 3512-7711,"R. Rui Barbosa, 1461 - Centro, Ribeirão Preto - SP, 14020-083, Brazil",4.4,7.0,Google Places Advanced,,,,,,,,,,,
Oral Unic Implantes Florianópolis,http://oralunicflorianopolis.com.br/,+55 48 99127-5500,"R. Barão de Batovi, 488 - Centro, Florianópolis - SC, 88015-340, Brazil",4.9,563.0,Google Places Advanced,,,,,,,,,,,
Oral Unic Implantes Vitória,https://oralunicvitoria.com.br/,+55 27 99888-8826,"R. Des. Ferreira Coelho, 198 - Praia do Suá, Vitória - ES, 29052-210, Brazil",4.9,36.0,Google Places Advanced,,,,,,,,,,,
OralCenter Implantes,https://oralcenterfloripa.com.br/,+55 48 98827-9428,"R. Dom Jaime Câmara, 269 - Centro, Florianópolis - SC, 88015-120, Brazil",4.9,619.0,Google Places Advanced,,,,,,,,,,,
OralCenter Implantes Dr.Fabio Benedetti,,+55 48 98827-9428,"Rod. José Carlos Daux, 15228 - Vargem Pequena, Florianópolis - SC, 88052-401, Brazil",4.6,33.0,Google Places Advanced,,,,,,,,,,,
Orall Implantes,https://implantesemcortes.orallimplantes.com.br/google#google,+55 47 3145-8300,"R. Eugênio Moreira, 64 - Anita Garibaldi, Joinville - SC, 89202-100, Brazil",4.9,163.0,Google Places Advanced,,,,,,,,,,,
Orbis Engenharia Clínica e Hospitalar,http://orbisengenhariaclinica.com.br/,+55 62 3095-1094,"R. T-30, 2035 - St. Bueno, Goiânia - GO, 74215-060, Brazil",4.5,32.0,Google Places Advanced,,,,,,,,,,,
Orgafarma Pharmaceutical Organization Ltd.,http://www.orgafarma.com.br/,+55 31 3272-8480,"R. Jacuí, 8090 - São Gabriel, Belo Horizonte - MG, 31980-000, Brazil",3.6,37.0,Google Places Advanced,,,,,,,,,,,
Organon Farmacêutica Ltda,https://www.organon.com/brazil/,+55 21 99718-6933,"R. Treze de Maio, 1161 - Nova Sousas (Sousas), Campinas - SP, 13106-054, Brazil",4.4,40.0,Google Places Advanced,,,,,,,,,,,
Orgânica Health Tech,,,"R. Dukla de Aguiar, 38 - Praia do Suá, Vitória - ES, 29055-130, Brazil",,,Google Places Advanced,,,,,,,,,,,
Ortech Hospitalar,https://ortechhospitalar.com.br/,+55 21 3827-1888,"Avenida das Américas, 17150 Bloco 01 - Sala 452/453 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-704, Brazil",,,Google Places Advanced,,,,,,,,,,,
Ortek Comércio de Instrumentos Ortopédicos e Cirúrgicos Ltda,,+55 27 3227-3476,"Condomínio do Edifício Leon Trade Center - R. Ulisses Sarmento, 24 - Praia do Suá, Vitória - ES, 29052-320, Brazil",1.0,1.0,Google Places Advanced,,,,,,,,,,,
Ortero Implantes,,+55 51 98342-1158,"Av. Protásio Alves, 4530 - Loja 01 - Chácara das Pedras, Porto Alegre - RS, 91310-000, Brazil",5.0,90.0,Google Places Advanced,,,,,,,,,,,
Ortese e Prótese-Cemm,,+55 41 3323-5291,"Al. Dr. Muricy, 498 - Centro, Curitiba - PR, 80010-120, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
Orteses e Próteses Materiais Hospitalares,,,"W3 Sul 505 Q. 6 Bl C lj 73 - Plano Piloto, Brasília - DF, 70740-610, Brazil",,,Google Places Advanced,,,,,,,,,,,
Ortesis y Prótesis de El Salvador,,+503 2225 1114,"21 Avenida Norte, San Salvador CP 1101, El Salvador",4.3,12.0,Google Places Advanced,,,,,,,,,,,
Ortho Campus Ribeirão,http://www.orthocampus.com.br/,+55 16 98122-0012,"R. Onze de Agosto, 1193 - Campos Elísios, Ribeirão Preto - SP, 14085-030, Brazil",4.8,24.0,Google Places Advanced,,,,,,,,,,,
OrthoHouse - Cama Hospitalar e Equipamentos Hospitalares,https://www.orthohouse.com.br/,+55 51 98439-2853,"R. Eng. Otacílio Oliveira, 178 - Ipanema, Porto Alegre - RS, 91760-320, Brazil",4.8,25.0,Google Places Advanced,,,,,,,,,,,
OrthoMedical Implantes,http://orthomedicalimplantes.com/,+55 81 99861-0627,"Empresarial José Borba Maranhão - Rua Aluízio de Azevedo, 200 - Sala 701 - Santo Amaro, Recife - PE, 50100-090, Brazil",,,Google Places Advanced,,,,,,,,,,,
OrthoMundi,http://www.orthomundi.com.br/,+55 800 510 3001,"Rua da Conceição, 195 - 2º, 3º e 5º andar - R. da Conceição, 195 - 2º e 5º andar - Centro Histórico, Porto Alegre - RS, 90030-030, Brazil",4.0,69.0,Google Places Advanced,,,,,,,,,,,
Orthoface Implantes Especiais,http://www.orthoface.com.br/,+55 41 3075-4100,"Av. Pres. Getúlio Vargas, 3550 - 7° e 8° andar - Batel, Curitiba - PR, 80240-040, Brazil",5.0,6.0,Google Places Advanced,,,,,,,,,,,
Orthopedic Hospital BH,http://ortopedicobh.com.br/,+55 31 3289-1212,"Avenida - Rua Professor Otávio Coelho de Magalhães, 111 - Mangabeiras, Belo Horizonte - MG, 30210-300, Brazil",3.7,326.0,Google Places Advanced,,,,,,,,,,,
Orthopedic Ribeirao Preto,https://meulink.com.vc/orthopedic-ribeirao-preto/,+55 16 3625-4161,"R. Sete de Setembro, 488 - Centro, Ribeirão Preto - SP, 14010-180, Brazil",4.6,303.0,Google Places Advanced,,,,,,,,,,,
Orthopedics Gonçalves Pereira,,+55 27 3223-0726,"R. Cândido Costa, 21 - Ilha de Santa Maria, Vitória - ES, 29051-175, Brazil",4.3,32.0,Google Places Advanced,,,,,,,,,,,
Orthos clinic - Salvador Trade Center,https://wa.me/5571996057820?text=Ol%C3%A1%2C%20vim%20do%20perfil%20do%20Google%20e%20gostaria%20de%20agendar%20uma%20consulta%20de%20avalia%C3%A7%C3%A3o.,+55 71 99605-7820,"Av. Tancredo Neves, 1632 - Caminho das Árvores, Salvador - BA, 41820-020, Brazil",4.4,113.0,Google Places Advanced,,,,,,,,,,,
Orthoserv - Tecnologia em Implantes,http://orthoserv.com.br/,+55 81 2138-6900,"R. Estácio Coimbra, 148 - Paissandu, Recife - PE, 52010-070, Brazil",5.0,5.0,Google Places Advanced,,,,,,,,,,,
Orthotics and Prosthetics Orthopedics future,https://www.instagram.com/futura_ortopedia,+55 61 3345-6115,"SHCS EQS 114/115 6 - Asa Sul, Brasília - DF, 70377-400, Brazil",4.7,94.0,Google Places Advanced,,,,,,,,,,,
Orto Curitiba Material Médico e Ortopédico 💚 🩺,https://www.ortocuritiba.com.br/,+55 41 3311-1723,"Av. Brasília, 6724 - L-03 - Novo Mundo, Curitiba - PR, 81020-010, Brazil",4.7,339.0,Google Places Advanced,,,,,,,,,,,
Ortoart Materiais Cirúrgicos,http://www.ortoart.com.br/,+55 41 3151-5454,"Av. Winston Churchill, 1824 - sala 208 - Pinheirinho, Curitiba - PR, 80530-000, Brazil",5.0,2.0,Google Places Advanced,,,,,,,,,,,
Ortoclini - Clinic of Orthopedics and Traumatology,http://www.ortoclini.com.br/,+55 48 3224-7466,"R. Irmã Benwarda, 128 - Centro, Florianópolis - SC, 88015-270, Brazil",3.3,514.0,Google Places Advanced,,,,,,,,,,,
Ortoeste Comércio de Produtos Médicos Hospitalares Ltda,https://ortoestecuritiba.com.br/,+55 41 2109-6300,"Av. Rep. Argentina, 210 - Água Verde, Curitiba - PR, 80240-210, Brazil",4.3,6.0,Google Places Advanced,,,,,,,,,,,
Ortolancer material para ortodontia,https://www.ortolancer.com.br/,+55 31 3201-5399,"Rua dos Guajajaras, 880 - sl.401 - Centro, Belo Horizonte - MG, 30180-100, Brazil",4.1,7.0,Google Places Advanced,,,,,,,,,,,
Ortolife - Technical Orthopedics,https://www.ortolifego.com.br/,+55 62 3095-5232,"R. 220, 230 - St. Coimbra, Goiânia - GO, 74535-090, Brazil",4.7,21.0,Google Places Advanced,,,,,,,,,,,
Ortolínea Produtos Ortopédicos e Hospitalares,http://www.ortolinea.com.br/,+55 62 98170-5588,"R. C-139, 795 - Qd. 341 Lt. 01 - Jardim América, Goiânia - GO, 74275-070, Brazil",4.6,30.0,Google Places Advanced,,,,,,,,,,,
Ortomed,,+55 27 3227-4872,"Edifício Delta Center - Av. Alziro Zarur, 401 - Loja 07 - Jardim da Penha, Vitória - ES, 29060-350, Brazil",3.5,6.0,Google Places Advanced,,,,,,,,,,,
Ortomed - Produtos Ortopédicos,,+55 27 3315-7203,"Próximo ao Posto de Saúde, ao lado da loja Americanas - R. Carlos Martins, 1180 - Loja 04 - Jardim Camburi, Vitória - ES, 29090-600, Brazil",4.1,18.0,Google Places Advanced,,,,,,,,,,,
Ortomed Hospital Industry and Trade,http://www.ortomedmoveis.com.br/,+55 62 3283-6171,"R. dos Narcisos, 23 - Qd 47, Lt 15 - Expansul, Aparecida de Goiânia - GO, 74986-540, Brazil",4.8,22.0,Google Places Advanced,,,,,,,,,,,
Ortomedic Produtos Médicos,http://www.ortomedic.com.br/,+55 11 4123-9711,"R. Silva Jardim, 187 - 7º andar - Centro, São Bernardo do Campo - SP, 09715-090, Brazil",4.9,16.0,Google Places Advanced,,,,,,,,,,,
Ortonew Produtos Ortopédicos,http://www.ortonew.com.br/,+55 48 99858-0065,"Torre I - Rod. Armando Calil Bulos, 6540 - Sala 103 - Ingleses Norte, Florianópolis - SC, 88058-001, Brazil",5.0,115.0,Google Places Advanced,,,,,,,,,,,
Ortonew Sale and Rent,http://www.ortonew.com.br/,+55 48 99613-6141,"Rua Araci Vaz Callado, 561 - Canto, Florianópolis - SC, 88070-750, Brazil",4.9,301.0,Google Places Advanced,,,,,,,,,,,
Ortop Instrumental Cirúrgico.,http://www.ortop.com.br/,+55 31 2559-5500,"Av. Água Branca, 508 - Jardim Bandeirantes, Contagem - MG, 32371-190, Brazil",4.8,6.0,Google Places Advanced,,,,,,,,,,,
Ortopedia Alemanã,http://www.alemana.com.br/,+55 16 3636-1231,"R. Cmte. Marcondes Salgado, 555 - Centro, Ribeirão Preto - SP, 14010-150, Brazil",4.6,63.0,Google Places Advanced,,,,,,,,,,,
Ortopedia Alexandrina,http://www.ortopediaalexandrina.com.br/,+55 27 3222-7519,"R. Bernardino Monteiro, 34 - Centro, Vitória - ES, 29015-400, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
"Ortopedia Brasil - Cadeira de rodas, Produtos Ortopédicos, Órteses e Próteses.",https://www.ortopediabrasil.com.br/,+55 62 3212-2002,"Av. L, 525 - St. Aeroporto, Goiânia - GO, 74075-030, Brazil",5.0,296.0,Google Places Advanced,,,,,,,,,,,
Ortopedia Especial,http://www.ortopediaespecial.com.br/,+55 81 3132-1111,"Estr. dos Remédios, 2340 - Madalena, Recife - PE, 50720-715, Brazil",4.6,43.0,Google Places Advanced,,,,,,,,,,,
