Nome Empresa,Website,Address,Rating,Reviews,Phone,Types,Summary,Source,Search_Query,City_Scope,Keyword_Scope
Alianza Pharma Farmácia Especializada,https://www.alianzapharma.com.br/,"R. José Vivácqua, 673 - Jabour, Vitória - ES, 29072-285, Brazil",5.0,38.0,+55 27 99739-4249,"health, point_of_interest, wholesaler, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Farmes - Centro - Vitória,https://redefarmes.com.br/nossas-lojas/rede-farmes-centro-vitoria/,"Praça Costa Pereira, 234 - Loja 01 - Centro, Vitória - ES, 29010-080, Brazil",5.0,4.0,+55 27 99637-7595,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Nossa Farma,,"Rodovia Serafim Derenzi, 4305 - São José, Vitória - ES, 29031-800, Brazil",5.0,8.0,+55 27 3233-8954,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Farmage - Farmácia de Manipulação,http://www.facebook.com/farmaciafarmage/,"Ed Praia Trade Center - Av. Nossa Sra. da Penha, 787 - Loja 1 - Santa Lucia, Vitória - ES, 29056-245, Brazil",4.4,80.0,+55 27 3315-6699,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Farmalibra Comércio de Prod. Hospitalares Ltda,https://farmalibra.com.br/,"Av. Carlos Lindenberg, 3303 - Nossa Sra. da Penha, Vila Velha - ES, 29110-175, Brazil",5.0,1.0,+55 27 3077-7711,"health, point_of_interest, wholesaler, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Farma Fraga,,"Rodovia Serafim Derenzi, N°6225 - Conquista, Vitória - ES, 29033-020, Brazil",4.0,2.0,+55 27 99708-7860,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Farmes - Conquista - Vitória,,"Rodovia Serafim Derenzi, 6330 - Conquista, Vitória - ES, 29033-020, Brazil",4.4,28.0,,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Drogarias Cordeiro Prime,,"Rodovia Serafim Derenzi, 460 - Santa Tereza, Vitória - ES, 29026-745, Brazil",5.0,1.0,+55 27 99750-0819,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Farmaderm Farmácia Dermatológica Ltda,http://www.farmaderm.com.br/,"Mini Shopping Camburi - Av. Francisco Generoso da Fonseca, 690 - Jardim da Penha, Vitória - ES, 29060-270, Brazil",4.8,138.0,+55 27 3324-9499,"pharmacy, drugstore, health, store, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Athenas PharmaGroup,http://www.athenaspharmagroup.com.br/,"R. José Alexandre Buaiz - Enseada do Suá, Vitória - ES, 29050-545, Brazil",,,+55 27 3025-2163,"health, point_of_interest, wholesaler, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
IMAFAR - Farmácia de Manipulação - Jardim da Penha,http://www.imafar.com.br/,"Praça Regina Frigeri Furno, 340 - Jardim da Penha, Vitória - ES, 29060-200, Brazil",4.8,29.0,+55 27 3382-3200,"pharmacy, health, store, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Extra Popular - Itararé - Vitória,https://farmaciaextrapopular.com.br/nossas-lojas/vitoria-itarare/,"R. das Palmeiras, 170 - Itararé, Vitória - ES, 29047-550, Brazil",5.0,20.0,+55 27 3315-1246,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Farmes - Jucutuquara - Vitória,https://redefarmes.com.br/,"Av. Vitória, 1995 - Nazareth, Vitória - ES, 29041-230, Brazil",4.1,31.0,+55 27 99782-3985,"drugstore, health, store, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Unilabor Representações,,"Condomínio do Edifício Trade Point - R. João da Cruz, 25 - Praia do Canto, Vitória - ES, 29055-620, Brazil",,,+55 27 3227-2836,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Buteri Comercio e Representações,http://www.buteri.com.br/,"Av. Nossa Sra. da Penha, 1495 - Santa Lucia, Vitória - ES, 29056-401, Brazil",5.0,2.0,+55 800 943 9200,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Vitória, ES","Vitória, ES",Distribuidora de Medicamentos e Correlatos
Pós Cirúrgica,https://www.poscirurgica.com/,"R. Alberto de Oliveira Santos, 59 - Centro, Vitória - ES, 29010-250, Brazil",5.0,10.0,+55 27 99815-2676,"health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Vitória, ES","Vitória, ES",Importadora de Produtos para Saúde
Centralmed Materiais Hospitalares,,"R. Alberto de Oliveira Santos, 42 - Centro, Vitória - ES, 29010-250, Brazil",2.5,2.0,+55 27 3345-6733,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Vitória, ES","Vitória, ES",Importadora de Produtos para Saúde
VITORIA MEDICAL - DISTRIBUIDORA DE PRODUTOS HOSPITALARES,http://www.vitoriamedical.com.br/,"rua Henrique moscoso, 717,Edificio Vila velha center - Loja 16 - Centro de Vila Velha, Vila Velha - ES, 29100-021, Brazil",1.0,1.0,+55 27 99601-3063,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Vitória, ES","Vitória, ES",Importadora de Produtos para Saúde
CPAPS - Vitória,https://materiais.cpaps.com.br/vitoria,"Av. Nossa Senhora dos Navegantes, 955 - Ed. Global Tower - Sala 519 - Torre B - Enseada do Suá, Vitória - ES, 29050-335, Brazil",5.0,260.0,+55 27 99903-5753,"health, store, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Vitória, ES","Vitória, ES",Importadora de Produtos para Saúde
Centro de Logística Hospital Meridional,,"Rua Holdercim - Civit II, Serra - ES, 29168-066, Brazil",2.3,6.0,+55 27 99943-5877,"point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Vitória, ES","Vitória, ES",Logística Hospitalar
Centro de Logística do Hospital Evangélico de Vila Velha,http://evangelicovv.com.br/,"R. César Alcure, 768 - Alvorada, Vila Velha - ES, 29117-740, Brazil",5.0,3.0,+55 27 3016-3720,"storage, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Vitória, ES","Vitória, ES",Logística Hospitalar
Base Hospitalar,http://basevix.com.br/,"R. Prof. Sarmento, nº 151 - Praia do Suá, Vitória - ES, 29052-370, Brazil",,,+55 27 3376-1530,"hospital, health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Vitória, ES","Vitória, ES",Logística Hospitalar
LOGX Express,http://www.logxexpress.com.br/,"Rua Pedro Botti, 212 - Consolação, Vitória - ES, 29045-453, Brazil",4.9,20.0,+55 27 3024-3065,"point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Vitória, ES","Vitória, ES",Logística Hospitalar
Leader Distribuidora de Material Hospitalar Eireli - ME,http://leaderhospitalar.com.br/,"R. Prof. Telmo de Souza Torres, 30 - Andar térreo - Centro de Vila Velha, Vila Velha - ES, 29100-490, Brazil",,,+55 27 3239-2697,"doctor, health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Vitória, ES","Vitória, ES",Logística Hospitalar
RIO MEDICA VITORIA,,"Av. José Moreira Martins Rato, 1354 - De Fátima, Serra - ES, 29160-790, Brazil",,,,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Vitória, ES","Vitória, ES",Logística Hospitalar
"Viver Bem - Aluguel de Cadeiras de Rodas, Muletas , Andadores, Equipamentos/produtos hospitalares",,"R. Tobias Barreto, 701 - Ala A - Boa Vista II, Vila Velha - ES, 29102-620, Brazil",5.0,13.0,+55 27 99620-9375,"health, point_of_interest, store, establishment",,Google Places Advanced,"Logística Hospitalar in Vitória, ES","Vitória, ES",Logística Hospitalar
Tecnopoint,,"Edifício New York Plaza - R. Constante Sodré, 750 - Sala 414 - Santa Lucia, Vitória - ES, 29056-310, Brazil",,,+55 27 3235-2244,"health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Vitória, ES","Vitória, ES",Logística Hospitalar
Summit Laboratório Odontológico Digital,,"R. Des. Sampaio, sala 204 - Praia do Canto, Vitória - ES, 29055-250, Brazil",5.0,1.0,+55 27 99896-4503,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Vitória, ES","Vitória, ES",Laboratório de Prótese Dentária Digital
Laboratório Fhenix Prótese Odontológica,https://instagram.com/fhenix_protese_odontologica?igshid=YmMyMTA2M2Y=,"Av. Nossa Sra. da Penha, Ed. Century Towers, 699 - Sl 207 - Praia do Canto, Vitória - ES, 29055-131, Brazil",5.0,1.0,+55 27 99690-4251,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Vitória, ES","Vitória, ES",Laboratório de Prótese Dentária Digital
laboratorio de protese odontologica,,"Av. Pres. Florentino Ávidos, 175 - Centro, Vitória - ES, 29010-240, Brazil",4.0,1.0,+55 27 3025-2220,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Vitória, ES","Vitória, ES",Laboratório de Prótese Dentária Digital
Digital Lab Institute,https://digitallabinstitute.com.br/,"Condomínio do Edificio London Office Tower - R. José Alexandre Buaiz, 160 - sala 122 - Enseada do Suá, Vitória - ES, 29050-955, Brazil",,,+55 27 99635-2309,"point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Vitória, ES","Vitória, ES",Laboratório de Prótese Dentária Digital
Oral Prótese,,"R. da Alfândega, 22 - Centro, Vitória - ES, 29010-090, Brazil",,,+55 27 3222-6757,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Vitória, ES","Vitória, ES",Laboratório de Prótese Dentária Digital
Itix Tecnologia - Fábrica de Software,http://www.itixti.com.br/,"R. Eugênio Netto, 223 - Praia do Canto, Vitória - ES, 29055-275, Brazil",4.9,73.0,+55 11 93502-6206,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
Unio Digital,http://www.uniodigital.com.br/,"Av. Leitão da Silva, 141 - 401 - Praia do Suá, Vitória - ES, 29050-605, Brazil",4.6,12.0,+55 27 3118-9800,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
ISH Tecnologia,https://www.ish.com.br/,"R. Judite - M - R. Judite Maria Tovar Varejão, 355 - Enseada do Suá, Vitória - ES, 29050-360, Brazil",4.8,184.0,+55 27 3334-8900,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
Inside Tecnologia,https://insidetecnologia.com/,"Av. Carlos Gomes de Sá, 335 - Mata da Praia, Vitória - ES, 29066-040, Brazil",4.9,95.0,+55 27 3093-8969,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
Datasigh,http://datasigh.com.br/,"Ed. Norte Sul Tower - R. Gelu Vervloet dos Santos, 590 - Sala 402/403/404 - Jardim Camburi, Vitória - ES, 29090-100, Brazil",5.0,148.0,+55 27 3347-1198,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
Dersalis,https://dersalis.com.br/,"Av. João Batista Parra, 673 - Praia do Suá, Vitória - ES, 29052-123, Brazil",5.0,11.0,+55 27 99718-0837,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
Lauduz,https://lauduz.com/,"R. João Pessoa de Matos, 530 - Sala 409 - Praia da Costa, Vila Velha - ES, 29101-115, Brazil",4.9,40.0,+55 55 99189-0223,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
Genesis Tecnologia,https://www.gtecnologia.com.br/,"R. José de Almeida Rebouças, 35 - salas 501 a 505 - Mata da Praia, Vitória - ES, 29066-150, Brazil",4.3,25.0,+55 27 3327-6976,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
Vix Tecnologia,http://vixtecnologia.com.br/,"Av. Nossa Sra. da Penha, 2796 - Santa Luíza, Vitória - ES, 29045-402, Brazil",5.0,20.0,+55 27 3339-8081,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
Galileo Tecnologia Em Saúde,https://loja.galileo.vix.br/,"R. Henrique Laranja, 484 - Centro de Vila Velha, Vila Velha - ES, 29106-690, Brazil",,,+55 27 3208-2128,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
IES Tecnologia,http://www.iestecnologia.com.br/,"Av. João Batista Parra, 713 - Praia do Suá, Vitória - ES, 29050-330, Brazil",5.0,2.0,+55 27 99875-0058,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
CSI - Solução & Tecnologia,http://www.csiway.com.br/,"Clínica Santa Isabel - Vitória - Av. Cezar Hilal, 1325 - Santa Lucia, Vitória - ES, 29056-083, Brazil",5.0,6.0,+55 27 3204-5111,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
Mantis Tecnologia,http://mantistec.com.br/,"R. das Palmeiras, 795 - Santa Lucia, Vitória - ES, 29056-925, Brazil",4.4,8.0,+55 11 96602-6911,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
Real Tecnologia,http://realtecnologia.com.br/,"edf. plena center - R. José Farias, 98 - Grupo 401 e 409 - Santa Luíza, Vitória - ES, 29045-300, Brazil",4.6,25.0,+55 27 3315-3600,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
ATHENAS TECNOLOGIA EM SOFTWARES LTDA,http://www.athenas.com.br/,"Av. Jerônimo Monteiro, 1000 - sl 1520 - Centro, Vitória - ES, 29010-004, Brazil",4.3,50.0,+55 27 2104-6525,"consultant, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
"Amedí - Aceleradora Médica l Marketing, Vendas, Dados e Tecnologia na Saúde",https://aceleramedi.com/,"Edifício Eldorado Center - R. Des. Ferreira Coelho, 330 - Sala 504 - Praia do Suá, Vitória - ES, 29052-210, Brazil",5.0,4.0,+55 27 99283-5289,"consultant, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
Vitória Software Ltda,http://www.vitoriasoftware.com.br/index59d5.html?portfolio=fachwerkhaus,"Av. Nossa Sra. da Penha, 250 - Bela Vista, Vitória - ES, 29055-050, Brazil",5.0,1.0,+55 27 3039-5007,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
Starmed Saúde Aparelho Auditivo - Vitória,http://www.starmedsaude.com.br/,"Av. Rio Branco, 458 - Santa Lucia, Vitória - ES, 29056-260, Brazil",4.7,46.0,+55 27 3022-2232,"store, health, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
TEC Victory - Business Incubator,http://www.tecvitoria.com.br/,"R. Marins Alvarino, 150 - Itararé, Vitória - ES, 29047-660, Brazil",4.7,101.0,+55 27 99282-3548,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
WeDo Tecnologia,http://wedotec.com.br/,"Ed. Pasargada - Av. Antônio Gil Veloso, 1856 - C1 - Praia da Costa, Vila Velha - ES, 29101-011, Brazil",5.0,6.0,+55 27 2122-6300,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Vitória, ES","Vitória, ES",Empresa de Tecnologia em Saúde
Orgânica Health Tech,,"R. Dukla de Aguiar, 38 - Praia do Suá, Vitória - ES, 29055-130, Brazil",,,,"point_of_interest, establishment",,Google Places Advanced,"Healthtech in Vitória, ES","Vitória, ES",Healthtech
Hospitalares Comércio de Materiais Médicos,http://www.hospitalares-sc.com.br/,"R. Lages, 649 - Centro, Joinville - SC, 89201-205, Brazil",4.6,39.0,+55 47 3434-2800,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
Medjet - Produtos para Saúde e Equipamentos Médicos,https://www.medjet.com.br/,"R. Iririú, 1139 - Saguaçu, Joinville - SC, 89221-515, Brazil",4.2,35.0,+55 47 3804-1037,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
Fibra Cirúrgica | Produtos Médicos e Hospitalares Online,http://www.fibracirurgica.com.br/,"R. Tupy, 1723 - Bloco C - Nova Brasília, Joinville - SC, 89214-505, Brazil",4.7,36.0,+55 47 99905-0194,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
medparts,http://www.medparts.com.br/,"Rua Dona Francisca, 8300 - bloco N número 28 - Distrito Industrial Norte, Joinville - SC, 89219-600, Brazil",5.0,4.0,+55 47 3842-1600,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
Traumatec Distribuidora de Produtos Médicos,http://www.traumatec.com.br/,"001 - R. Albano Schmidt, 2601 - Boa Vista, Joinville - SC, 89205-103, Brazil",4.5,2.0,+55 47 3422-9161,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
LifeCare Hospitalar,,"Av. Getúlio Vargas, 271 - Sala 2 - América, Joinville - SC, 89202-205, Brazil",4.5,29.0,+55 47 3025-6280,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
SLS Hospitalar,http://www.slshospitalar.com.br/,"R. Schiler, 47 - Floresta, Joinville - SC, 89211-260, Brazil",5.0,7.0,+55 47 3033-8300,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
Grantec Hospitalar,http://www.grantechospitalar.com.br/,"Orbit Coworking Conexões Internacionais - R. Bento Torquato da Rocha, 311 - Vila Nova, Joinville - SC, 89237-100, Brazil",4.8,24.0,+55 47 99730-8551,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
VitalVille,https://www.vitalville.com.br/,"R. Jacob Forbice, 77 - Aventureiro, Joinville - SC, 89226-460, Brazil",5.0,279.0,+55 47 99159-7333,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
OM Hospitalares e Ortopédicos Ltda,,"R. 9 de Março, 777 - Centro, Joinville - SC, 89201-400, Brazil",4.6,28.0,+55 47 99628-7711,"shoe_store, health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
Cointer Material Medical Hospital,https://www.cointer.com.br/,"R. Tupy, 1723 - Nova Brasília, Joinville - SC, 89214-505, Brazil",4.4,7.0,+55 47 3433-2065,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
Boege Produtos Hospitalares,http://boege.com.br/,"R. Anita Garibaldi, 1213 - Anita Garibaldi, Joinville - SC, 89203-300, Brazil",5.0,12.0,+55 47 3455-1061,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
Medical-X - Simuladores Para Treinamento Médico,https://medical-x.com/,"R. Noruega, 99 - Galpão F-A - Boa Vista, Joinville - SC, 89206-600, Brazil",5.0,4.0,+55 47 3023-2050,"doctor, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
VCom Produtos e Serviços Médicos Hospitalares,https://www.vcom.ind.br/,"R. Osvaldo Valcanaia, 209 - Paranaguamirim, Joinville - SC, 89231-440, Brazil",5.0,2.0,+55 47 98809-3523,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
Médica Comércio de Produtos Hospitalares Ltda,http://www.medica-brasil.com/,"R. Paraná, 91 - Anita Garibaldi, Joinville - SC, 89202-160, Brazil",5.0,1.0,+55 51 3013-1747,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
Divos Hospitalares - Aluguel de Equipamento Hospitalar,https://www.divoshospitalares.com.br/,"R. Ten. Paulo Lopes, 284 - Iririú, Joinville - SC, 89227-690, Brazil",4.7,63.0,+55 47 3278-2923,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
OXI Saúde Terapia do Sono e Respiratória - Joinville,http://www.oxisaude.com.br/,"Loja - R. Abdon Batista, 23 - Centro, Joinville - SC, 89201-010, Brazil",5.0,157.0,+55 47 3031-0099,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
Ortopédica Joinville,https://loja.infinitepay.io/santa_ana,"Av. Cel. Procópio Gomes, 216 - Bucarein, Joinville - SC, 89202-300, Brazil",4.6,31.0,+55 47 99190-2971,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
Help Medical,http://www.helpmedical.com.br/,"Perini Business Park - R. Dona Francisca, 8300 - Galpão 9D - Distrito Industrial, Joinville - SC, 89219-530, Brazil",5.0,7.0,+55 47 99260-9623,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
Sulmedic Comércio de Medicamentos,https://www.sulmedic.com/contato/,"Av. Santos Dumont, 1355 - Santo Antônio, Joinville - SC, 89218-105, Brazil",4.0,3.0,+55 47 3473-8845,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
Sanville Orthopedic Products and Therapeutic,http://www.sanvillesul.com.br/,"Em frente ao Hospital Dona Helena, Edifício Medclínicas - R. Blumenau, 178 - Loja 09 - Centro, Joinville - SC, 89204-250, Brazil",4.4,95.0,+55 47 3422-0235,"store, point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Joinville, SC","Joinville, SC",Indústria de Materiais Hospitalares
Cisa Brasile Ltda,http://www.cisabrasile.com.br/,"R. Dona Francisca, 8300 - Bloco I, Módulo 2 - Distrito Industrial, Joinville - SC, 89219-600, Brazil",4.8,22.0,+55 47 3801-9090,"point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Joinville, SC","Joinville, SC",Indústria de Materiais Hospitalares
Merit Medical,,"R. Dona Francisca, 8300 - Zona Industrial Norte, Joinville - SC, 89219-600, Brazil",5.0,13.0,+55 47 3467-9065,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Joinville, SC","Joinville, SC",Indústria de Materiais Hospitalares
Dental LL Materiais Odontológicos,,"Av. Cel. Procópio Gomes, 548 - Bucarein, Joinville - SC, 89202-300, Brazil",4.4,49.0,+55 47 3028-9066,"store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Joinville, SC","Joinville, SC",Fabricante de Produtos Odontológicos
PHS Group | Potenza e Tokuyama,http://www.phsgroup.com.br/,"R. Guilherme Boldt, N° 210 - Bairro: - Zona Industrial Norte, Joinville - SC, 89239-260, Brazil",3.9,11.0,+55 800 000 3780,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Joinville, SC","Joinville, SC",Fabricante de Produtos Odontológicos
Villevie,http://www.villevie.com.br/,"R. Advogado Miguel Cercal, 645 - Nova Brasília, Joinville - SC, 89214-610, Brazil",4.5,6.0,+55 47 3454-2200,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Joinville, SC","Joinville, SC",Fabricante de Produtos Odontológicos
ODONTOVILLE - H2T,http://odontoville.net.br/,"R. Blumenau, 547 - América, Joinville - SC, 89204-250, Brazil",4.9,23.0,+55 47 3026-3500,"store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Joinville, SC","Joinville, SC",Fabricante de Produtos Odontológicos
Olsen - Filial Joinville,,"R. Rio Grande do Sul, 385 - Anita Garibaldi, Joinville - SC, 89203-570, Brazil",5.0,7.0,+55 47 99147-7307,"store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Joinville, SC","Joinville, SC",Fabricante de Produtos Odontológicos
Odonto Edontec Comércio e Assistência em Equipamentos Odontológicos,http://www.odontoedontec.com/,"R. Rio Branco, 220 - Sala 02 - Centro, Joinville - SC, 89201-080, Brazil",3.0,2.0,+55 47 99776-8644,"store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Joinville, SC","Joinville, SC",Fabricante de Produtos Odontológicos
