Nome Empresa,Website,Address,Rating,Reviews,Phone,Types,Summary,Source,Search_Query,City_Scope,Keyword_Scope
Dental Carvalho,https://instagram.com/dentalcarvalho.go?igshid=YmMyMTA2M2Y=,"Alameda Progresso, Quadra 07 - Lote 43 - Esplanada do Anicuns, Goiânia - GO, 74433-150, Brazil",5.0,4.0,+55 62 3622-7888,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Goiânia, GO","Goiânia, GO",Fabricante de Produtos Odontológicos
DENTAL LTDA OTTONAVES,,"R. C-209, Q.525 - L.23 - Jardim América, Goiânia - GO, 74270-220, Brazil",3.9,8.0,+55 62 3225-1330,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Goiânia, GO","Goiânia, GO",Fabricante de Produtos Odontológicos
DENTALMED OESTE,,"R. Santa Helena - Jardim Esmeraldas, Aparecida de Goiânia - GO, 74905-090, Brazil",4.3,13.0,+55 62 3548-5108,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Goiânia, GO","Goiânia, GO",Fabricante de Produtos Odontológicos
Dental Itália,,"Av. Itália, 1182 - Jardim Europa, Goiânia - GO, 74325-110, Brazil",5.0,4.0,+55 62 99974-9192,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Goiânia, GO","Goiânia, GO",Fabricante de Produtos Odontológicos
Wr Produtos Odontologicos,,"R. 9, 2,110 - Sala 01 - St. Marista, Goiânia - GO, 74150-130, Brazil",5.0,7.0,+55 62 3218-3577,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Goiânia, GO","Goiânia, GO",Fabricante de Produtos Odontológicos
IBS Implantes Bueno,,"Avenida T2 Esquina com a - R. T-40, Nº 2595 - St. Bueno, Goiânia - GO, 74210-105, Brazil",4.7,35.0,+55 62 3624-0914,"dental_clinic, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Goiânia, GO","Goiânia, GO",Fabricante de Implantes Dentários
Implante Goiás,https://wa.me/556136081262,"Rua 47, S/N QD 497, Lote 7 - Parque Estrela Dalva VI, Novo Gama - GO, 72860-460, Brazil",4.9,374.0,+55 61 99253-7207,"dentist, doctor, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Goiânia, GO","Goiânia, GO",Fabricante de Implantes Dentários
ApoioOrtopedia,,"Aeroviario, Goiânia - State of Goiás, 74435-250, Brazil",4.3,38.0,+55 62 99614-6466,"store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Goiânia, GO","Goiânia, GO",Fabricante de Implantes Ortopédicos
Prisma Medical,,"R. 16-A, 550 - St. Aeroporto, Goiânia - GO, 74075-150, Brazil",,,+55 62 3092-2848,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Goiânia, GO","Goiânia, GO",Fabricante de Implantes Ortopédicos
SERVICEMED INSTRUMENTAIS CIRÚRGICOS,,"R. 228, n⁰ 193 - St. Coimbra, Goiânia - GO, 74530-170, Brazil",,,+55 62 3642-2882,"point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Instrumentos Cirúrgicos in Goiânia, GO","Goiânia, GO",Fabricante de Instrumentos Cirúrgicos
Gyn Arte Prótese dentaria - Laboratório de Prótese Dentaria,,"Av. C-7, 2401 - St. Sudoeste, Goiânia - GO, 74305-080, Brazil",5.0,5.0,+55 62 3093-4808,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Goiânia, GO","Goiânia, GO",Fabricante de Próteses
Art Protese Ocular,,"Av. Anhanguera, número 4803 - St. Central, Goiânia - GO, 74043-011, Brazil",,,+55 62 98139-8955,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Goiânia, GO","Goiânia, GO",Fabricante de Próteses
Órion Próteses,,"Av. Guarapari, 524 - Sala 07 - Jardim Atlântico, Goiânia - GO, 74343-290, Brazil",3.0,2.0,+55 62 3877-1011,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Goiânia, GO","Goiânia, GO",Fabricante de Próteses
Oficina de Prótese,,"R. 6, 214 - St. Oeste, Goiânia - GO, 74115-070, Brazil",5.0,6.0,+55 62 3092-1012,"dental_clinic, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Goiânia, GO","Goiânia, GO",Fabricante de Próteses
WSA EQUIPAMENTOS RADIOLÓGICOS LTDA,,"R. Poços de Caldas - Jardim Ana Lúcia, Goiânia - GO, 74315-280, Brazil",5.0,3.0,+55 62 98260-7042,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Goiânia, GO","Goiânia, GO",Fabricante de Próteses
CTO GYN Centro de Tecnologia Ortopédica,,"Av. Mutirão, Nº 2176 - Quadra 58, Lote 13 - St. Bueno, Goiânia - GO, 74215-240, Brazil",4.7,37.0,+55 62 3251-5949,"shoe_store, health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Goiânia, GO","Goiânia, GO",Fabricante de Próteses
SANTOS MÓVEIS HOSPITALARES,,"R. 10 Unidade 203, UNIDADE 101 - Parque Atheneu, Goiânia - GO, 74883-390, Brazil",,,+55 62 98416-1564,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in Goiânia, GO","Goiânia, GO",Fabricante de Móveis Hospitalares
ATUAL MÓVEIS HOSPITALARES,,"Rua 03 S/n - Qd. 13 Lt. 13-D - Parque Santa Cecilia, Aparecida de Goiânia - GO, 74919-348, Brazil",4.0,4.0,+55 62 3507-1500,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in Goiânia, GO","Goiânia, GO",Fabricante de Móveis Hospitalares
MED Industria Farmaceutica e Alim.,,"Rua 9, Quadra 30, Lotes 5 a 9, s/n - Polo Empresarial de Goiás, Aparecida de Goiânia - GO, 74985-130, Brazil",4.2,13.0,+55 62 3085-1111,"point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Goiânia, GO","Goiânia, GO",Indústria Farmacêutica
Cosmed - Fábrica de Adoçantes,,"Vila Romana, Goiânia - GO, 74690, Brazil",3.5,4.0,,"point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Goiânia, GO","Goiânia, GO",Indústria Farmacêutica
Industria Farmaceutica,,"Av. Vera Cruz, 119 - Jardim Guanabara, Goiânia - GO, 74675-830, Brazil",1.0,1.0,+55 62 3264-7242,"point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Goiânia, GO","Goiânia, GO",Indústria Farmacêutica
Medcentro Distributor Pharmaceuticals,https://www.grupomtf.com.br/,"Rua Tapajós - Edifício B&B Business, Torre Company - R. Itu, S/N - 2º andar - Vila Brasilia, Aparecida de Goiânia - GO, 74911-820, Brazil",3.9,20.0,+55 62 3278-8081,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Goiânia, GO","Goiânia, GO",Indústria Farmacêutica
ALC Distribuidora de Medicamentos e Correlatos,,"Av. Galápagos, s/n - quadra 121 lote 910 - Jardim Petropolis, Goiânia - GO, 74460-580, Brazil",5.0,1.0,+55 62 3996-2833,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Goiânia, GO","Goiânia, GO",Distribuidora de Medicamentos e Correlatos
Medicamenta Distribuidora De Medicamentos e Produtos Hospitalares,,"R. Vila Sete, 240 - Vila Rezende, Goiânia - GO, 74335-210, Brazil",5.0,3.0,+55 62 3923-0608,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Goiânia, GO","Goiânia, GO",Distribuidora de Medicamentos e Correlatos
Sodrogas Distribuidora de Medicamentos e Materiais Medic,,"Av. Dona Maria Cardoso, S/N - Qd 25 - Lt 09 - Jardim Luz, Aparecida de Goiânia - GO, 74915-175, Brazil",4.0,11.0,+55 62 3282-6525,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Goiânia, GO","Goiânia, GO",Distribuidora de Medicamentos e Correlatos
Callmed Distribuidora de Produtos Farmacêuticos,,"R. 233, 23 - Coimbra, Goiânia - GO, 74893-140, Brazil",,,+55 62 3091-1041,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Goiânia, GO","Goiânia, GO",Distribuidora de Medicamentos e Correlatos
MAIS MEDICAL DISTRIBUIDORA HOSPITALAR,,"Av. T-9, 1979 - QD-552 LT-18 - Jardim América, Goiânia - GO, 74255-220, Brazil",5.0,1.0,+55 62 3015-8441,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Goiânia, GO","Goiânia, GO",Importadora de Produtos para Saúde
ALCANCE - Distribuidora de Alimentos.,https://instagram.com/alcancego?igshid=MzRlODBiNWFlZA==,"Rua C56 - St. Sudoeste, Goiânia - GO, 74305-350, Brazil",4.7,318.0,+55 62 3661-8863,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Goiânia, GO","Goiânia, GO",Importadora de Produtos para Saúde
Fort Hospitalar Distribuição Ltda,,"Av. Carrinho Cunha - Parque das Flores, Goiânia - GO, 74595-236, Brazil",5.0,9.0,+55 62 3637-0970,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Goiânia, GO","Goiânia, GO",Logística Hospitalar
Ética Hospitalar,,"7ª Avenida, N 330 - Qd. 55 Lote 11 - St. Leste Vila Nova, Goiânia - GO, 74655-170, Brazil",5.0,2.0,+55 62 3922-0801,"point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Goiânia, GO","Goiânia, GO",Logística Hospitalar
MULT HOSP SOLUCOES HOSPITALARES,,"R. 806, 537 - qd 812 lt 10 - Osvaldo Rosa, Goiânia - GO, 74633-210, Brazil",5.0,5.0,+55 62 3626-2225,"point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Goiânia, GO","Goiânia, GO",Logística Hospitalar
Logmed,,"Av. Laurício Pedro Rasmussen, 511 - Vila Santa Isabel, Goiânia - GO, 74633-420, Brazil",5.0,3.0,,"point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Goiânia, GO","Goiânia, GO",Logística Hospitalar
APGYN DISTRIBUIDORA HOSPITALAR LTDA,,"Av. Tropical, QUADRA11 LOTE 05 - Jardim Tropical, Aparecida de Goiânia - GO, 74946-540, Brazil",,,+55 62 3205-9550,"wholesaler, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Goiânia, GO","Goiânia, GO",Logística Hospitalar
HospMed DISTRIBUIDORA HOSPITALAR,,"Av. C-18, 404 - QUADRA 173 LOTE 19 - St. Sudoeste, Goiânia - GO, 74303-030, Brazil",,,+55 62 99818-2745,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Goiânia, GO","Goiânia, GO",Logística Hospitalar
Laboratório de Prótese Dentária Conceitos Digital Estética Dental,,"R. V-10, qd v8 lote 5 - Vila Rezende, Goiânia - GO, 74335-270, Brazil",5.0,1.0,+55 62 98641-0957,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Goiânia, GO","Goiânia, GO",Laboratório de Prótese Dentária Digital
NOVAiS Digital Lab - NOVAIS Odontologia Digital,,"R. Benjamin Constant, Qd. 06 - Lt18 n. 220 sala 3 - Jardim da Luz, Goiânia - GO, 74850-350, Brazil",1.0,1.0,+55 62 98415-0453,"dental_clinic, dentist, point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Goiânia, GO","Goiânia, GO",Laboratório de Prótese Dentária Digital
CIRO LAB PROTESE DENTAL,,"Av. T-9, n° 249 - St. Marista, Goiânia - GO, 74150-300, Brazil",,,+55 62 99812-8171,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Goiânia, GO","Goiânia, GO",Laboratório de Prótese Dentária Digital
Labore,,"R. 104, número 856 - St. Sul, Goiânia - GO, 74080-240, Brazil",5.0,1.0,+55 62 99228-4464,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Goiânia, GO","Goiânia, GO",Laboratório de Prótese Dentária Digital
Scientific Soluções para a Saúde,,"Quadra 218 - Lote 22 - R. 1125, S/N - St. Marista, Goiânia - GO, 74175-090, Brazil",5.0,1.0,+55 62 3607-5700,"health, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Goiânia, GO","Goiânia, GO",Empresa de Tecnologia em Saúde
TECNOLOGIA MÉDICA DO BRASIL,,"Comércial Elias Rassi - R. 7, 530. Centro - St. Oeste, Goiânia - GO, 74110-090, Brazil",,,+55 62 3928-6050,"health, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Goiânia, GO","Goiânia, GO",Empresa de Tecnologia em Saúde
HUB Health Tech,,"R. 132, 277 - St. Sul, Goiânia - GO, 74093-210, Brazil",,,,"health, consultant, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Goiânia, GO","Goiânia, GO",Healthtech
Redalmus - Materiais Médicos,,"Av. Paulino Muller, 430 - Ilha de Santa Maria, Vitória - ES, 29051-035, Brazil",4.6,7.0,+55 27 3223-7770,"wholesaler, point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Vitória, ES","Vitória, ES",Fabricante de Equipamentos Médicos
HOSPMED,,"R. José Teixeira, 570 - Loja 11 - Santa Lucia, Vitória - ES, 29056-035, Brazil",4.4,14.0,+55 27 3345-8579,"point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Vitória, ES","Vitória, ES",Fabricante de Equipamentos Médicos
MR SERVIÇOS E LOCAÇÃO DE PRODUTOS HOSPITALARES,,"R. Hermes Curry Carneiro, 535 - Monte Belo, Vitória - ES, 29053-221, Brazil",4.8,29.0,+55 27 99631-3551,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Vitória, ES","Vitória, ES",Fabricante de Equipamentos Médicos
Ortomed - Produtos Ortopédicos,,"Próximo ao Posto de Saúde, ao lado da loja Americanas - R. Carlos Martins, 1180 - Loja 04 - Jardim Camburi, Vitória - ES, 29090-600, Brazil",4.1,18.0,+55 27 3315-7203,"point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Vitória, ES","Vitória, ES",Fabricante de Equipamentos Médicos
Centralmed Materiais Hospitalares,,"R. Alberto de Oliveira Santos, 42 - Centro, Vitória - ES, 29010-250, Brazil",2.5,2.0,+55 27 3345-6733,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Vitória, ES","Vitória, ES",Fabricante de Equipamentos Médicos
Simatech,,"Edifício Century Tower - Torre B - Av. Nossa Sra. da Penha, 699 - 04 - Praia do Canto, Vitória - ES, 29056-250, Brazil",1.0,1.0,+55 27 3315-4686,"point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Vitória, ES","Vitória, ES",Fabricante de Equipamentos Médicos
Endolife Comércio de Materiais Hospitalares,,"R. Aleixo Netto, 322 - Santa Lucia, Vitória - ES, 29056-100, Brazil",5.0,1.0,+55 27 3025-2793,"store, point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Vitória, ES","Vitória, ES",Indústria de Materiais Hospitalares
Orthopedics Gonçalves Pereira,,"R. Cândido Costa, 21 - Ilha de Santa Maria, Vitória - ES, 29051-175, Brazil",4.3,32.0,+55 27 3223-0726,"store, point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Vitória, ES","Vitória, ES",Indústria de Materiais Hospitalares
Ortomed,,"Edifício Delta Center - Av. Alziro Zarur, 401 - Loja 07 - Jardim da Penha, Vitória - ES, 29060-350, Brazil",3.5,6.0,+55 27 3227-4872,"shoe_store, store, point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Vitória, ES","Vitória, ES",Indústria de Materiais Hospitalares
Vix Médica - produtos médicos e hospitalares,,"Boa Vista II, Serra - ES, 29161-793, Brazil",5.0,6.0,+55 27 3348-5994,"store, point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Vitória, ES","Vitória, ES",Indústria de Materiais Hospitalares
Dental Vitória,,"R. Pres. Lima, 521 - Centro de Vila Velha, Vila Velha - ES, 29100-330, Brazil",4.5,8.0,+55 27 2104-2503,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Vitória, ES","Vitória, ES",Fabricante de Produtos Odontológicos
Astecom,,"R. Lisandro Nicoletti - Jucutuquara, Vitória - ES, 29041-630, Brazil",4.6,12.0,+55 27 3222-1426,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Vitória, ES","Vitória, ES",Fabricante de Produtos Odontológicos
Odontoplus Ltda Me,,"R. Quinze de Novembro, 701 - Praia da Costa, Vila Velha - ES, 29101-045, Brazil",5.0,5.0,+55 27 99973-5841,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Vitória, ES","Vitória, ES",Fabricante de Produtos Odontológicos
Dental Atlântico,,"Av. Nossa Sra. da Penha, 1495 - Santa Lucia, Vitória - ES, 29056-905, Brazil",5.0,2.0,,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Vitória, ES","Vitória, ES",Fabricante de Produtos Odontológicos
Dental Vix,,"Av. Nossa Sra. da Penha, 1495 - Bela Vista, Vitória - ES, 29045-401, Brazil",4.3,4.0,+55 27 3225-7599,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Vitória, ES","Vitória, ES",Fabricante de Produtos Odontológicos
Dente Shop,,"Avenida Nossa Senhora da Penha, 595 - sala 601 - Torre 1 - Santa Lucia, Vitória - ES, 29056-250, Brazil",4.0,1.0,+55 27 99903-8094,"dentist, health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Vitória, ES","Vitória, ES",Fabricante de Produtos Odontológicos
ES Dental Equipamentos Odontológicos,,"R. José Alexandre Buaiz, 190 - Sala 1104 - Enseada do Suá, Vitória - ES, 29050-545, Brazil",,,+55 27 99909-7199,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Vitória, ES","Vitória, ES",Fabricante de Produtos Odontológicos
Dr aleixo neto implantes dentários,,"Rua candido portinari 27 sala 804 Telefone - 3324 5390 - Praia do Canto, Vitória - ES, 29045-415, Brazil",5.0,29.0,+55 27 99978-9421,"dentist, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Vitória, ES","Vitória, ES",Fabricante de Implantes Dentários
Implantares Odontologia,,"R. Cyro Lima, 101 - Enseada do Suá, Vitória - ES, 29050-230, Brazil",4.1,36.0,+55 27 3314-2845,"dental_clinic, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Vitória, ES","Vitória, ES",Fabricante de Implantes Dentários
"Maximus Odontologia- Lentes de contato, Facetas e Implantes dentários",,"Av. Nossa Sra. da Penha, 714 - Praia do Canto, Vitória - ES, 29055-130, Brazil",3.5,66.0,+55 27 99755-4962,"dental_clinic, dentist, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Vitória, ES","Vitória, ES",Fabricante de Implantes Dentários
Implodonto Vitória,,"R. Sete de Setembro, 155 - Centro, Vitória - ES, 29015-000, Brazil",5.0,10.0,+55 27 3222-2633,"dentist, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Vitória, ES","Vitória, ES",Fabricante de Implantes Dentários
Ortopedia Vitória Ltda,,"R. Constante Sodré, 505 - Santa Lucia, Vitória - ES, 29056-310, Brazil",,,+55 27 99943-9623,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Vitória, ES","Vitória, ES",Fabricante de Implantes Ortopédicos
Dr. Fernando Junqueira | Ortopedia e Cirurgia da Mão,,"Orthoclinica - Centro Médico Shopping Vitoria - Av. Américo Buaiz, 200 - Enseada do Suá, Vitória - ES, 29050-902, Brazil",,,+55 27 3182-1041,"doctor, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Vitória, ES","Vitória, ES",Fabricante de Implantes Ortopédicos
Ortek Comércio de Instrumentos Ortopédicos e Cirúrgicos Ltda,,"Condomínio do Edifício Leon Trade Center - R. Ulisses Sarmento, 24 - Praia do Suá, Vitória - ES, 29052-320, Brazil",1.0,1.0,+55 27 3227-3476,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Instrumentos Cirúrgicos in Vitória, ES","Vitória, ES",Fabricante de Instrumentos Cirúrgicos
Vix Médica,,"R. Leoni Souza Guedes, 12 - Loja 02 - Monte Belo, Vitória - ES, 29053-305, Brazil",5.0,1.0,+55 27 3025-8453,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Instrumentos Cirúrgicos in Vitória, ES","Vitória, ES",Fabricante de Instrumentos Cirúrgicos
AlfaMedic Indústria de Móveis Hospitalares.,,"Av. Carlos Lindenberg, 361 - Jaburuna, Vila Velha - ES, 29100-640, Brazil",5.0,1.0,+55 27 99962-1158,"hospital, health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in Vitória, ES","Vitória, ES",Fabricante de Móveis Hospitalares
Nossa Farma,,"Rodovia Serafim Derenzi, 4305 - São José, Vitória - ES, 29031-800, Brazil",5.0,8.0,+55 27 3233-8954,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Farma Fraga,,"Rodovia Serafim Derenzi, N°6225 - Conquista, Vitória - ES, 29033-020, Brazil",4.0,2.0,+55 27 99708-7860,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Farmes - Conquista - Vitória,,"Rodovia Serafim Derenzi, 6330 - Conquista, Vitória - ES, 29033-020, Brazil",4.4,28.0,,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Drogarias Cordeiro Prime,,"Rodovia Serafim Derenzi, 460 - Santa Tereza, Vitória - ES, 29026-745, Brazil",5.0,1.0,+55 27 99750-0819,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Unilabor Representações,,"Condomínio do Edifício Trade Point - R. João da Cruz, 25 - Praia do Canto, Vitória - ES, 29055-620, Brazil",,,+55 27 3227-2836,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Rede Inova Droganossa,https://www.facebook.com/droganossadrogaria1/,"Av. João Santos Filho, 504 - Loja 02 - Ilha de Santa Maria, Vitória - ES, 29051-142, Brazil",4.2,21.0,+55 27 3227-6374,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Farmes - Santa Martha - Vitória,https://redefarmes.com.br/,"R. Osvaldo Aranha, 261 - Santa Martha, Vitória - ES, 29046-532, Brazil",5.0,1.0,+55 27 99624-9088,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in Vitória, ES","Vitória, ES",Indústria Farmacêutica
Mônaco Distribuidora de Medicamentos,https://monacoes.com.br/,"R. São Jorge, 144 - Boa Vista II, Serra - ES, 29161-025, Brazil",4.3,31.0,+55 27 3215-3262,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Vitória, ES","Vitória, ES",Distribuidora de Medicamentos e Correlatos
Centro de Logística Hospital Meridional,,"Rua Holdercim - Civit II, Serra - ES, 29168-066, Brazil",2.3,6.0,+55 27 99943-5877,"point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Vitória, ES","Vitória, ES",Logística Hospitalar
RIO MEDICA VITORIA,,"Av. José Moreira Martins Rato, 1354 - De Fátima, Serra - ES, 29160-790, Brazil",,,,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Vitória, ES","Vitória, ES",Logística Hospitalar
BKT TRANSPORTE E LOGÍSTICA,https://bkt.net.br/,"R. B, Quadra G - nº 23 - Nova Brasília, Cariacica - ES, 29149-403, Brazil",3.0,9.0,+55 27 99973-2969,"point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Vitória, ES","Vitória, ES",Logística Hospitalar
Vitoria Hospitalar,http://vitoriahospitalar.com.br/,"Av. Marquês de S. Vicente, 1619 - Barra Funda, São Paulo - SP, 01139-003, Brazil",,,+55 11 3221-6266,"health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Vitória, ES","Vitória, ES",Logística Hospitalar
Tecnopoint,,"Edifício New York Plaza - R. Constante Sodré, 750 - Sala 414 - Santa Lucia, Vitória - ES, 29056-310, Brazil",,,+55 27 3235-2244,"health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Vitória, ES","Vitória, ES",Logística Hospitalar
Summit Laboratório Odontológico Digital,,"R. Des. Sampaio, sala 204 - Praia do Canto, Vitória - ES, 29055-250, Brazil",5.0,1.0,+55 27 99896-4503,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Vitória, ES","Vitória, ES",Laboratório de Prótese Dentária Digital
Laboratório de Prótese Dentária Santo Ltda,,"R. Gama Rosa, 108 - Centro, Vitória - ES, 29015-100, Brazil",4.0,5.0,+55 27 3223-3530,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Vitória, ES","Vitória, ES",Laboratório de Prótese Dentária Digital
laboratorio de protese odontologica,,"Av. Pres. Florentino Ávidos, 175 - Centro, Vitória - ES, 29010-240, Brazil",4.0,1.0,+55 27 3025-2220,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Vitória, ES","Vitória, ES",Laboratório de Prótese Dentária Digital
Centro Técnico Odontológico - Oral Prótese,,"R. Itobal Rodrigues de Campos, 60 - Forte São João, Vitória - ES, 29017-075, Brazil",4.2,5.0,+55 27 99832-5242,"point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Vitória, ES","Vitória, ES",Laboratório de Prótese Dentária Digital
Oral Prótese,,"R. da Alfândega, 22 - Centro, Vitória - ES, 29010-090, Brazil",,,+55 27 3222-6757,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Vitória, ES","Vitória, ES",Laboratório de Prótese Dentária Digital
Orgânica Health Tech,,"R. Dukla de Aguiar, 38 - Praia do Suá, Vitória - ES, 29055-130, Brazil",,,,"point_of_interest, establishment",,Google Places Advanced,"Healthtech in Vitória, ES","Vitória, ES",Healthtech
LifeCare Hospitalar,,"Av. Getúlio Vargas, 271 - Sala 2 - América, Joinville - SC, 89202-205, Brazil",4.5,29.0,+55 47 3025-6280,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Joinville, SC","Joinville, SC",Fabricante de Equipamentos Médicos
